,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
30000,"January 1, 2016",Florida,Saint Petersburg,2609 3rd Avenue South,0,0,http://www.gunviolencearchive.org/incident/476919,http://www.tbo.com/news/breaking-news/st-petersburg-teen-17-wounded-by-celebratory-gunfire-20160101/
30001,"January 1, 2016",Florida,Saint Petersburg,640 29th Street South,0,0,http://www.gunviolencearchive.org/incident/476933,http://www.tbo.com/news/breaking-news/st-petersburg-teen-17-wounded-by-celebratory-gunfire-20160101/
30002,"January 1, 2016",Oklahoma,Pryor,1100 block of SE 15th Street,0,1,http://www.gunviolencearchive.org/incident/476757,https://www.tulsaworld.com/news/courts/pryor-man-who-shot--year-old-involved-in-neighborhood/article_4b82aa33-1645-5a5f-a831-ea1ed765f2a8.html
30003,"January 1, 2016",Texas,Houston,6547 TC Jester,0,3,http://www.gunviolencearchive.org/incident/476839,http://abc13.com/news/four-wounded-by-gunfire-after-new-years-party/1143166/
30004,"January 1, 2016",Kansas,Salina,Hageman and Saturn Avenue,0,0,http://www.gunviolencearchive.org/incident/484925,http://www.salina.com/news/salina-teen-accused-of-shooting-gun-at-occupied-house/article_296ea7a3-b9c5-5681-9abf-c0782007c469.html
30005,"January 1, 2016",Illinois,Chicago,Lake Shore Drive and Lawrence,0,1,http://www.gunviolencearchive.org/incident/476938,http://www.nbcchicago.com/news/local/Woman-Shot-in-Car-on-Lake-Shore-Drive-364006211.html
30006,"January 1, 2016",Louisiana,Destrehan,Meadows Drive,0,1,http://www.gunviolencearchive.org/incident/476941,http://www.nola.com/crime/index.ssf/2016/01/destrehan_shooting_new_years_day.html#incart_river_index
30007,"January 1, 2016",Missouri,Saint Louis,5300 block of Ruskin Avenue,0,1,http://www.gunviolencearchive.org/incident/476944,http://www.stltoday.com/news/local/crime-and-courts/hours-into-the-new-year-man-critically-wounded-in-st/article_1939d8c0-5a17-55db-9feb-14a7f172f003.html
30008,"January 1, 2016",North Carolina,Lexington,255 Tyro Road,0,1,http://www.gunviolencearchive.org/incident/477547,http://www.journalnow.com/news/crime/davidson-county-man-shot-in-the-head-drives-self-to/article_ae3aa403-4bd0-534d-84c1-e037981b4892.html
30009,"January 1, 2016",Virginia,Stafford,Westminster Lane and Picadilly Lane,0,0,http://www.gunviolencearchive.org/incident/478688,http://www.fredericksburg.com/news/crime_courts/stafford-investigating-shooting-at-new-year-s-party/article_1fe04e22-b30e-11e5-8278-830bf9070026.html
30010,"January 1, 2016",Illinois,Chicago,2800 block of W. 59th,0,1,http://www.gunviolencearchive.org/incident/476955,http://cltv.com/2016/01/01/man-shot-on-southwest-side/
30011,"January 1, 2016",Indiana,Indianapolis,1000 block of St. Paul Street,0,1,http://www.gunviolencearchive.org/incident/477206,http://fox59.com/2016/01/01/person-shot-on-near-east-side-of-indianapolis/
30012,"January 1, 2016",Oregon,Medford,744 Grape Street,0,0,http://www.gunviolencearchive.org/incident/515877,http://www.mailtribune.com/news/20160303/20000-worth-of-tools-stolen-from-west-medford-auto-shop?rssfeed=true
