,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
43500,"September 15, 2016",Florida,Miami (Kendall),12325 Southwest 151st Street,0,1,http://www.gunviolencearchive.org/incident/661240,http://wsvn.com/news/local/sw-miami-dade-worker-accidentally-shot-by-cop-asks-for-apology/
43501,"September 15, 2016",Connecticut,Bridgeport,215 North Avenue,0,0,http://www.gunviolencearchive.org/incident/656746,http://www.doingitlocal.com/2016/09/bridgeport-news-mcshots-fired/
43502,"September 15, 2016",Connecticut,Bridgeport,Gurden and Hunting Street,0,0,http://www.gunviolencearchive.org/incident/656747,http://www.doingitlocal.com/2016/09/bridgeport-news-mcshots-fired/
43503,"September 15, 2016",Connecticut,Milford,New Haven Avenue,0,0,http://www.gunviolencearchive.org/incident/656765,http://www.nhregister.com/general-news/20160916/milford-police-man-threatened-to-shoot-relative-during-argument
43504,"September 14, 2016",Missouri,Saint Louis,Laclede Ave and Kingshighway Blvd,1,0,http://www.gunviolencearchive.org/incident/655221,http://www.kmov.com/story/34019032/second-suspect-charged-in-fatal-shooting-of-cab-driver-in-central-west-end
43505,"September 14, 2016",California,Oakland,1200 block of 35th Avenue,1,0,http://www.gunviolencearchive.org/incident/655024,http://www.sfgate.com/crime/article/Oakland-man-shot-dead-in-car-ID-d-as-City-Hall-9226549.php
43506,"September 14, 2016",Ohio,Columbus,900 E Broad St,1,0,http://www.gunviolencearchive.org/incident/655275,http://abc6onyourside.com/news/local/police-identify-13-year-old-shot-and-killed-during-officer-involved-shooting
43507,"September 14, 2016",Ohio,Cleveland,East 70th Street and Hough Avenue,0,1,http://www.gunviolencearchive.org/incident/655237,http://www.cleveland.com/metro/index.ssf/2016/09/five_injured_in_cleveland_shoo.html#incart_river_home_pop
43508,"September 14, 2016",Texas,Houston,21400 block of Wilona Way,0,1,http://www.gunviolencearchive.org/incident/655346,http://thepolicenews.net/default.aspx?act=Newsletter.aspx&category=News+1-2&newsletterid=63672&menugroup=Home
43509,"September 14, 2016",Texas,Stephenville,N Lillian and W Frey,0,0,http://www.gunviolencearchive.org/incident/656089,http://theflashtoday.com/2016/09/15/firearm-discharges-in-integrity-hall-first-incident-in-the-tamu-system/
43510,"September 14, 2016",New York,Rochester,North Clinton Avenue,0,1,http://www.gunviolencearchive.org/incident/655241,http://www.whec.com/news/man-shot-north-clinton-avenue/4263873/
43511,"September 14, 2016",Colorado,Grand Junction,1300 block of N. 3rd Street,0,0,http://www.gunviolencearchive.org/incident/657973,http://www.gjsentinel.com/news/articles/blotter-sept-15-2016
43512,"September 14, 2016",Texas,Dallas,4300 block of Maple Avenue,1,0,http://www.gunviolencearchive.org/incident/655250,http://thepolicenews.net/default.aspx?act=Newsletter.aspx&category=News+1-2&newsletterid=63595&menugroup=Home
