,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
0,"January 29, 2016",Texas,San Antonio,Westrock Drive,0,1,http://www.gunviolencearchive.org/incident/495089,http://www.ksat.com/news/20-year-old-shot-during-robbery-on-west-side
1,"January 29, 2016",Illinois,Rockford,1600 block of 13th Avenue,0,0,http://www.gunviolencearchive.org/incident/496568,http://www.rrstar.com/news/20160129/rockford-woman-suffers-facial-injuries-after-her-home-is-invaded-by-man-she-knows
2,"January 29, 2016",Illinois,Chicago,4300 block of West Wilcox Street,0,1,http://www.gunviolencearchive.org/incident/495843,http://chicago.suntimes.com/news/7/71/1290324/police-3-dead-7-wounded-chicago-weekend-shootings
3,"January 29, 2016",Illinois,Chicago (Englewood),800 block of West 61st Street,0,1,http://www.gunviolencearchive.org/incident/495850,http://chicago.suntimes.com/news/7/71/1290324/police-3-dead-7-wounded-chicago-weekend-shootings
4,"January 29, 2016",Illinois,Chicago (Englewood),2100 block of West 71st Street,0,1,http://www.gunviolencearchive.org/incident/495846,http://chicago.suntimes.com/news/7/71/1290324/police-3-dead-7-wounded-chicago-weekend-shootings
5,"January 29, 2016",Illinois,Chicago,3100 block of West Madison,0,3,http://www.gunviolencearchive.org/incident/495853,http://chicago.suntimes.com/news/7/71/1290324/police-3-dead-7-wounded-chicago-weekend-shootings
6,"January 29, 2016",Illinois,Quincy,819 Chestnut,0,1,http://www.gunviolencearchive.org/incident/495858,http://www.whig.com/article/20160129/ARTICLE/301299857/1049
7,"January 29, 2016",Pennsylvania,Lancaster,300 block of Coral Street,0,0,http://www.gunviolencearchive.org/incident/497929,http://lancasteronline.com/news/policelog/lancaster-county-police-log-tuesday-feb/article_47396348-c95f-11e5-8349-e7d934bc98c7.html
8,"January 29, 2016",South Carolina,Spartanburg,Southport Road,0,1,http://www.gunviolencearchive.org/incident/497939,http://www.foxcarolina.com/story/31107782/police-investigate-fight-shooting-at-wireless-store
9,"January 29, 2016",Texas,Corpus Christi,Caldwell Street,0,1,http://www.gunviolencearchive.org/incident/495121,http://www.kiiitv.com/story/31089811/woman-shot-after-dispute-with-neighbor
10,"January 29, 2016",New Mexico,Albuquerque,,0,0,http://www.gunviolencearchive.org/incident/806061,https://www.atf.gov/news/pr/prior-felon-albuquerque-pleads-guilty-unlawfully-possessing-firearm-and-ammunition
11,"January 29, 2016",California,Oakland,28th Street and Market Street,0,1,http://www.gunviolencearchive.org/incident/495135,http://www.contracostatimes.com/breaking-news/ci_29449244/oakland-man-waiting-bus-shot-during-attempted-robbery?source=rss
12,"January 29, 2016",California,Los Angeles,110 Freeway,0,1,http://www.gunviolencearchive.org/incident/495109,http://losangeles.cbslocal.com/2016/01/29/police-110-freeway-shooting-may-have-been-road-rage-or-racing-incident/
13,"January 29, 2016",South Carolina,Columbia,10000 block of Farrow Rd,1,0,http://www.gunviolencearchive.org/incident/496553,https://www.thestate.com/news/local/crime/article57371858.html
14,"January 29, 2016",Virginia,Faber,Riverfield Farm Ln and River Rd,0,1,http://www.gunviolencearchive.org/incident/495515,http://www.nbc29.com/story/31090248/person-of-interest-in-nelson-co-shooting-located-in-fluvanna-co
15,"January 29, 2016",California,Fresno,7200 block of Orange Avenue,2,1,http://www.gunviolencearchive.org/incident/495867,http://www.fresnobee.com/news/local/crime/article57464958.html
16,"January 29, 2016",California,Fresno,5700 block of North Millbrook Avenue,0,1,http://www.gunviolencearchive.org/incident/495871,http://www.fresnobee.com/news/local/crime/article57450023.html
17,"January 29, 2016",Maryland,Baltimore,500 block of W. Mulberry Street,0,1,http://www.gunviolencearchive.org/incident/495216,http://www.wbaltv.com/news/man-59-injured-in-baltimore-shooting-police-say/37706598
18,"January 29, 2016",North Carolina,Greenville,2609 Richard Drive,0,0,http://www.gunviolencearchive.org/incident/507509,http://www.reflector.com/crimerescue/police-reports/crime-electronics-firearm-stolen-3140095
19,"January 29, 2016",Florida,West Palm Beach,Flager Drive,0,0,http://www.gunviolencearchive.org/incident/499613,http://www.palmbeachpost.com/news/news/crime-law/west-palm-police-man-who-shot-ex-girlfriends-ex-ki/nqJwM/
20,"January 29, 2016",Florida,Fort Myers,Palm Beach Blvd,0,0,http://www.gunviolencearchive.org/incident/497822,http://www.news-press.com/story/news/crime/2016/02/01/four-shootings-shots-fired-reports-made-lee-county/79648004/
21,"January 29, 2016",New York,Brant Lake (Horicon),Hayesburg Road,0,1,http://www.gunviolencearchive.org/incident/498031,http://poststar.com/news/blotter/horicon-man-jailed-for-assault-of-woman/article_a26bd536-b9e8-552b-bd58-f8bf35e2f8d9.html
22,"January 29, 2016",California,Oxnard,3200 block of Merced Place,0,0,http://www.gunviolencearchive.org/incident/495880,http://www.vcstar.com/news/local/oxnard/2-arrested-in-connection-with-weapons-violations-in-oxnard-2a828e00-bf03-3767-e053-0100007f5958-367081381.html
23,"January 29, 2016",California,Oxnard,700 block of South G Street,0,1,http://www.gunviolencearchive.org/incident/495883,http://www.vcstar.com/news/local/oxnard/police-investigate-stabbing-shooting-in-oxnard--2a828e00-bf06-3767-e053-0100007f5958-367082391.html
24,"January 29, 2016",Tennessee,Morristown,2995 Sulphur Springs Rd,0,2,http://www.gunviolencearchive.org/incident/496143,http://archive.knoxnews.com/news/crime-courts/hamblen-deputies-investigating-double-shooting-2a93c726-a6f9-51b3-e053-0100007f5d8f-367104621.html/
25,"October 21, 2016",Florida,Orlando,1112 Windmill Grove Circle,0,1,http://www.gunviolencearchive.org/incident/681562,http://www.wftv.com/news/local/three-arrested-in-orange-county-drive-by-shooting-deputies-say/460923718
26,"October 21, 2016",Tennessee,Lawrenceburg,Lillie Ln,0,0,http://www.gunviolencearchive.org/incident/684386,http://www.wsmv.com/story/33477255/lawrence-co-man-accused-of-firing-at-officers-during-standoff
27,"October 21, 2016",Massachusetts,Springfield,Carver and Washington Street,0,0,http://www.gunviolencearchive.org/incident/682715,http://wwlp.com/2016/10/21/springfield-police-investigated-multiple-shootings-1-teen-arrested/
28,"October 21, 2016",Massachusetts,Brockton,1002 Main St.,0,0,http://www.gunviolencearchive.org/incident/681307,http://www.enterprisenews.com/news/20161021/car-that-crashed-into-brockton-home-was-fleeing-from-gunfire-outside-bar
29,"October 21, 2016",Massachusetts,Springfield,Dexter Street,0,1,http://www.gunviolencearchive.org/incident/682720,http://wwlp.com/2016/10/21/springfield-police-investigated-multiple-shootings-1-teen-arrested/
30,"October 21, 2016",North Carolina,Concord,3789 Roberta Church Road,0,0,http://www.gunviolencearchive.org/incident/681437,http://www.independenttribune.com/news/guns-stolen-during-eagle-guns-and-range/article_ec79d814-9a07-11e6-8435-8b6ea0b9aab7.html
31,"October 21, 2016",Massachusetts,Greenfield,Main Street,0,0,http://www.gunviolencearchive.org/incident/681521,http://wwlp.com/2016/10/21/waltham-man-arrested-in-greenfield-for-attempted-murder/
32,"October 21, 2016",Connecticut,Hartford,Zion Street,0,0,http://www.gunviolencearchive.org/incident/682730,http://fox61.com/2016/10/22/hartford-raid-results-in-8-arrests-drugs-gun-cash-seized/
33,"October 21, 2016",Kentucky,Louisville,South Brook Street,0,0,http://www.gunviolencearchive.org/incident/683479,http://www.wlky.com/article/expert-says-its-not-surprising-mistakenly-released-fugitive-had-access-to-guns/7149559
