,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
28500,"January 11, 2016",Florida,Indialantic,11th Avenue,0,0,http://www.gunviolencearchive.org/incident/483215,http://www.mynews13.com/content/news/cfnews13/news/article.html/content/news/articles/cfn/2016/1/11/deputies_indialantic.html
28501,"January 11, 2016",Georgia,Springfield,Rogers Drive,0,0,http://www.gunviolencearchive.org/incident/500941,http://savannahnow.com/effingham-now/2016-02-05/effingham-sheriff-bullet-accidentally-discharged-breaks-mirrors-two-houses
28502,"January 11, 2016",Pennsylvania,Duncannon,11D Rebecca Dr,1,1,http://www.gunviolencearchive.org/incident/483049,https://local21news.com/news/local/perry-county-man-convicted-in-connection-to-daughters-shooting-death
28503,"January 11, 2016",Florida,Fort Myers,Winkler Road,0,1,http://www.gunviolencearchive.org/incident/483222,http://www.nbc-2.com/story/30933315/clerk-shot-during-attempted-robbery-at-fort-myers-7-eleven#.VpRK41K9D3k
28504,"January 11, 2016",Florida,Jacksonville,East 24th and Buckman Streets,0,1,http://www.gunviolencearchive.org/incident/483974,http://jacksonville.com/news/crime/2016-01-11/story/jacksonville-gunshot-victim-critical-condition
28505,"January 11, 2016",Florida,Tampa (Temple Terrace),East Fowler Avenue,0,1,http://www.gunviolencearchive.org/incident/483255,http://www.wtsp.com/story/news/local/2016/01/11/motorcyclist-shots-motorist-temple-terrace/78633494/
28506,"January 11, 2016",Connecticut,New Haven,Bassett Street,0,0,http://www.gunviolencearchive.org/incident/484679,http://wtnh.com/2016/01/13/1-arrested-after-traffic-stop-turns-to-police-foot-chase/
28507,"January 11, 2016",Florida,Gainesville,6826 Southwest Fourth Place,1,1,http://www.gunviolencearchive.org/incident/483227,https://www.news4jax.com/news/florida/alachua-county/man-arrested-friday-in-connection-of-a-murder-that-happened-3-years-ago
28508,"January 11, 2016",Connecticut,Bridgeport,Columbia Street and Ridge Avenue,0,1,http://www.gunviolencearchive.org/incident/483264,http://www.ctpost.com/news/article/Police-investigate-Marina-Village-shooting-6750865.php
28509,"January 11, 2016",New York,Garrison,Route 9,0,0,http://www.gunviolencearchive.org/incident/488724,http://hudsonvalleynewsnetwork.com/2016/01/19/beacon-man-faces-felony-weapon-charge/
28510,"January 11, 2016",Delaware,Wilmington,1800 block of West Second Street,0,1,http://www.gunviolencearchive.org/incident/483758,https://www.delawareonline.com/story/news/crime/2016/01/12/man-shot-west-2nd-street-wilmington/78674024/
28511,"January 11, 2016",Illinois,Belvidere,,0,0,http://www.gunviolencearchive.org/incident/558291,http://www.rrstar.com/news/20160512/rockford-man-sentenced-on-felony-gun-charges-in-boone-county
28512,"January 11, 2016",Maryland,Baltimore,1600 block of Ellamont St.,0,1,http://www.gunviolencearchive.org/incident/483772,http://www.baltimoresun.com/news/maryland/crime/bs-md-ci-shooting-20160111-story.html
28513,"January 11, 2016",New Jersey,Toms River,Route 9,0,1,http://www.gunviolencearchive.org/incident/483780,http://www.nj.com/ocean/index.ssf/2016/01/man_shot_near_construction_site_in_toms_river_poli.html#incart_river_index
28514,"January 11, 2016",Illinois,Chicago,700 block of North Lavergne,1,0,http://www.gunviolencearchive.org/incident/483634,https://www.dnainfo.com/chicago/20160112/austin/austin-shooting-leaves-23-year-old-man-dead-police-say
28515,"January 11, 2016",Louisiana,New Orleans,800 block of North Dorgenois Street,0,0,http://www.gunviolencearchive.org/incident/483017,http://www.nola.com/crime/index.ssf/2016/01/6th_ward_home_invasion_shootin.html#incart_river_home
28516,"January 11, 2016",New York,New York (Manhattan),625 8th Avenue,0,0,http://www.gunviolencearchive.org/incident/486796,http://abc7ny.com/news/woman-says-she-was-raped-inside-port-authority-by-man-she-met-on-online-dating-site/1159976/
28517,"January 11, 2016",North Carolina,Fayetteville,,0,0,http://www.gunviolencearchive.org/incident/835094,https://www.justice.gov/usao-ednc/pr/fayetteville-man-sentenced-drug-and-firearm-offenses
28518,"January 11, 2016",Missouri,Warsaw,,1,1,http://www.gunviolencearchive.org/incident/485777,http://www.ozarksfirst.com/news/man-sought-in-connection-with-benton-county-murder
28519,"January 11, 2016",North Carolina,Goldsboro,,0,0,http://www.gunviolencearchive.org/incident/483815,http://goldsborodailynews.com/blog/2016/01/12/accused-drug-dealer-caught-with-stolen-pistol-arrested/
28520,"January 11, 2016",New York,Brooklyn,McKinney Street,1,0,http://www.gunviolencearchive.org/incident/497336,http://www.nydailynews.com/new-york/virginia-man-fatally-shot-head-brooklyn-article-1.2498120
28521,"January 11, 2016",California,La Mesa,Interstate 8,0,2,http://www.gunviolencearchive.org/incident/483031,http://www.cbs8.com/story/30933968/suspect-search-underway-after-shooting-on-i-8-in-la-mesa
28522,"January 11, 2016",Maryland,Grantsville,17000 block of Bittinger Road,0,0,http://www.gunviolencearchive.org/incident/484483,http://www.your4state.com/news/news/maryland-state-police-arrest-suspect-in-assault-with-handgun
28523,"January 11, 2016",Louisiana,New Orleans,3900 block of MacArthur Boulevard,0,1,http://www.gunviolencearchive.org/incident/482895,http://www.nola.com/crime/index.ssf/2016/01/algiers_shooting_suspect_sough.html#incart_river_home
28524,"January 11, 2016",New York,Rochester,127 Evergreen Street,0,1,http://www.gunviolencearchive.org/incident/483065,https://www.democratandchronicle.com/story/news/2016/01/11/evergreen-street-shooting-rochester/78620248/
28525,"January 11, 2016",New York,Brooklyn,114A Sumpter Street,1,0,http://www.gunviolencearchive.org/incident/483885,https://nypost.com/2016/02/28/daily-blotter-802/
28526,"January 11, 2016",Florida,Jacksonville,8300 block of Baymeadows Road,0,1,http://www.gunviolencearchive.org/incident/486368,http://jacksonville.com/news/crime/2016-01-15/story/police-juvenile-trunk-suv-attempting-hide-gun-shoots-self
28527,"January 11, 2016",New York,Riverhead,1300 Roanoke Avenue,0,0,http://www.gunviolencearchive.org/incident/483883,https://www.newsday.com/long-island/crime/edgar-j-castillo-of-riverhead-arrested-on-larceny-drug-charges-cops-say-1.11316166
28528,"January 11, 2016",New York,Bronx,Featherbed Lane and Nelson Avenue,0,0,http://www.gunviolencearchive.org/incident/485153,https://nypost.com/2016/01/14/daily-blotter-757/
28529,"January 11, 2016",New York,Suffern,42 Park Avenue,0,0,http://www.gunviolencearchive.org/incident/483887,http://www.lohud.com/story/news/crime/2016/01/12/suffern-armed-standoff-arrest/78681888/
28530,"January 11, 2016",New York,Buffalo (Cheektowaga),Pine Ridge Road,0,1,http://www.gunviolencearchive.org/incident/483892,http://wivb.com/2016/01/11/police-search-for-gunman-in-cheektowaga-after-assault/
28531,"January 11, 2016",Georgia,Augusta,1773 Kissingbower Road,1,0,http://www.gunviolencearchive.org/incident/483955,http://www.wrdw.com/home/headlines/One-dead-after-shooting-near-Augusta-park-364917161.html
28532,"January 11, 2016",New York,Huntington Station,1290 New York Avenue,0,1,http://www.gunviolencearchive.org/incident/483895,http://patch.com/new-york/huntington/breaking-robbery-reported-huntington-station-0
28533,"January 11, 2016",California,San Fernando,San Fernando Road and Hubbard Street,1,0,http://www.gunviolencearchive.org/incident/483748,http://homicide.latimes.com/post/alan-paul-bartley/
28534,"March 29, 2016",Connecticut,Stamford,95 Richmond Hill Avenue,0,1,http://www.gunviolencearchive.org/incident/530896,http://www.stamfordadvocate.com/policereports/article/Felon-caught-with-gun-is-person-of-interest-in-7489550.php
28535,"March 29, 2016",California,Lindsay,Highway 65,0,1,http://www.gunviolencearchive.org/incident/532219,http://www.fresnobee.com/news/local/crime/article68826832.html
28536,"March 29, 2016",Texas,Houston,12306 Fondren,1,0,http://www.gunviolencearchive.org/incident/531036,http://thepolicenews.net/default.aspx?act=Newsletter.aspx&category=News+1-2&newsletterid=62172&menugroup=Home
28537,"March 29, 2016",Illinois,Kankakee,200 block of North Evergreen Avenue,0,0,http://www.gunviolencearchive.org/incident/533787,http://www.daily-journal.com/news/crime/gun-fight-in-kankakee-but-no-arrests/article_2ea80bc3-c7cb-5281-8015-6c0a493efed6.html
28538,"March 29, 2016",Maryland,Baltimore,1800 block of Lafayette Ave.,1,0,http://www.gunviolencearchive.org/incident/531415,http://www.baltimoresun.com/news/maryland/crime/bs-md-ci-homicide-20160329-story.html
28539,"March 29, 2016",Maryland,Baltimore,Dolphin Street and Pennsylvania Avenue,0,0,http://www.gunviolencearchive.org/incident/531408,https://www.facebook.com/permalink.php?story_fbid=10153386691191956&id=58771761955&substory_index=0
