,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
35000,"October 6, 2020",Minnesota,Minneapolis,2700 block of 15th Ave S,0,2,http://www.gunviolencearchive.org/incident/1816957,https://minnesota.cbslocal.com/2020/10/06/minneapolis-police-investigate-double-shooting-in-midtown-phillips/
35001,"October 6, 2020",Minnesota,Minneapolis,2400 block of Ogema Pl,0,1,http://www.gunviolencearchive.org/incident/1816960,https://minnesota.cbslocal.com/2020/10/06/minneapolis-police-investigate-double-shooting-in-midtown-phillips/
35002,"October 6, 2020",Florida,Bradenton,1818 MLK Ave,1,0,http://www.gunviolencearchive.org/incident/1816962,https://www.mysuncoast.com/2020/10/06/police-homicide-investigation-bradenton/
35003,"October 6, 2020",Texas,College Station,2001 Holleman Dr W,1,0,http://www.gunviolencearchive.org/incident/1816966,https://theeagle.com/news/local/college-station-police-identify-19-year-old-found-dead-tuesday/article_52166c3a-08b0-11eb-8e53-d75b23982933.html
35004,"October 6, 2020",Virginia,Manassas,4200 block of Glendale Rd,0,0,http://www.gunviolencearchive.org/incident/1823993,https://www.washingtonpost.com/local/virginia/prince-william-county-crime-report/2020/10/13/0b269512-089b-11eb-a166-dc429b380d10_story.html
35005,"October 6, 2020",Oklahoma,Tulsa,1500 block of N Norwood Ave,1,1,http://www.gunviolencearchive.org/incident/1818020,https://tulsaworld.com/news/local/crime-and-courts/update-man-sought-in-north-tulsa-double-shooting-homicide-arrested-in-hominy/article_a665f6be-098e-11eb-a3eb-6fe00865dafa.html
35006,"October 6, 2020",New York,Brooklyn,1458 E 103rd St,0,1,http://www.gunviolencearchive.org/incident/1816981,https://twitter.com/NYC_Alerts911/status/1313646107013132288
35007,"October 6, 2020",New York,Brooklyn,W 27th St and Mermaid Ave,0,1,http://www.gunviolencearchive.org/incident/1816985,https://twitter.com/NYC_Alerts911/status/1313643456263319553
35008,"March 28, 2020",Texas,Denton,N Loop 288 and N Bonnie Brae St,0,0,http://www.gunviolencearchive.org/incident/1648761,https://dentonrc.com/news/blotter-men-connected-to-march-shooting-and-crash-arrested-police-say/article_74d8b703-c0bf-5a65-b026-1e43484397a8.html
35009,"March 28, 2020",Tennessee,Memphis,628 Hobbs Dr,1,1,http://www.gunviolencearchive.org/incident/1647280,https://wreg.com/news/murder-charge-filed-after-deadly-double-shooting/
35010,"March 28, 2020",Utah,Salt Lake City (Murray),47 W Fireclay Ave,0,1,http://www.gunviolencearchive.org/incident/1648103,https://www.deseret.com/utah/2020/3/31/21202012/shooting-near-trax-station-argument-man-charged-felony
35011,"March 28, 2020",California,Los Angeles,W Ave 26 and Lacy St,0,1,http://www.gunviolencearchive.org/incident/1648122,https://www.theeastsiderla.com/neighborhoods/lincoln_heights/man-shot-multiple-times-in-lincoln-heights/article_8a659df0-716f-11ea-bad4-a348eb40c821.html
35012,"March 28, 2020",Texas,Lake Jackson,Lake Rd,0,0,http://www.gunviolencearchive.org/incident/1648125,http://thefacts.com/article_40cdf1d7-a755-5362-a68d-c11a3d3440e3.html
35013,"March 28, 2020",Texas,Texas City,Lago Mar Blvd,0,0,http://www.gunviolencearchive.org/incident/1648771,https://www.galvnews.com/news/police/free/article_e6e25b1e-f279-5899-8b4a-9eec195f1dd7.html
35014,"March 28, 2020",Texas,Huntsville,1848 TX-75 N,0,0,http://www.gunviolencearchive.org/incident/1648781,https://www.itemonline.com/news/local_news/police-blotter/article_15cee269-eb10-5318-aa3d-9b11750aedd8.html
35015,"March 28, 2020",Rhode Island,Providence,1000 Elmwood Ave,1,0,http://www.gunviolencearchive.org/incident/1648148,https://www.abc6.com/update-one-dead-after-overnight-shooting-in-providence/
35016,"March 28, 2020",Pennsylvania,Pittsburgh,1100 block of Sylvan Ave,0,1,http://www.gunviolencearchive.org/incident/1647673,https://www.post-gazette.com/news/crime-courts/2020/03/28/Homestead-shooting-allegheny-county-police-investigating/stories/202003280062
35017,"March 28, 2020",Kentucky,Louisville,W Muhammad Ali Blvd,0,0,http://www.gunviolencearchive.org/incident/1648158,https://www.wave3.com/2020/03/29/gunfire-breaks-up-brawls-leaders-plead-public-cooperation/
