,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
40000,"December 6, 2020",Colorado,Colorado Springs,2600 block of Christopher Terrace,0,0,http://www.gunviolencearchive.org/incident/1871155,https://gazette.com/news/man-fires-gun-after-breaking-into-ex-wifes-home-police-say/article_4274be5a-380b-11eb-9cda-93eb63e80cf6.html
40001,"December 6, 2020",Ohio,Cleveland,23600 block of E 71st St,0,0,http://www.gunviolencearchive.org/incident/1870306,https://www.cleveland19.com/2020/12/05/year-old-boy-injured-amid-incident-involving-cleveland-police-ems-says/
40002,"December 6, 2020",Montana,Billings,834 Wyoming Ave,1,0,http://www.gunviolencearchive.org/incident/1871159,https://www.kxlh.com/news/crime-and-courts/boy-17-years-old-charged-with-deliberate-homicide-in-the-shooting-death-in-billings-of-17-year-old-girl
40003,"December 6, 2020",Oregon,Portland,3800 block of NE Sandy Blvd,0,1,http://www.gunviolencearchive.org/incident/1871205,https://www.kptv.com/news/ppb-investigating-possible-shooting-in-ne-portland-1-person-injured/article_2c41ca50-3843-11eb-a41a-b726eea1d67a.html?block_id=994645
40004,"December 6, 2020",Florida,Ocala,520 NE 23rd Cir,1,0,http://www.gunviolencearchive.org/incident/1871227,https://mycbs4.com/news/local/15-year-old-shot-and-killed-in-ocala-homicide-investigation-underway
40005,"December 6, 2020",Florida,Fort Lauderdale,3000 block of W Davie Blvd,0,0,http://www.gunviolencearchive.org/incident/1871235,https://wsvn.com/news/local/broward/man-arrested-after-threatening-shootout-with-swat-during-shopping-plaza-break-in/
40006,"December 6, 2020",Arizona,Sahuarita,Placita Fara and La Villita Rd,0,1,http://www.gunviolencearchive.org/incident/1871247,https://www.kold.com/2020/12/07/tucson-man-injured-sahuarita-shooting/
40007,"December 6, 2020",Florida,Jacksonville,E 20th St,0,1,http://www.gunviolencearchive.org/incident/1870500,https://www.news4jax.com/news/local/2020/12/06/person-shot-in-drive-by-shooting/
40008,"December 6, 2020",Florida,Fort Lauderdale,3300 block of Auburn Blvd,1,0,http://www.gunviolencearchive.org/incident/1871253,https://www.nbcmiami.com/news/local/police-investigating-fatal-shooting-in-fort-lauderdale/2337630/
40009,"December 6, 2020",Illinois,Chicago,4900 block of W Hubbard St,1,0,http://www.gunviolencearchive.org/incident/1871274,https://chicago.suntimes.com/crime/2020/12/6/22158107/elbert-craig-killed-austin-shooting-gun-violence-hubbard
40010,"December 6, 2020",Illinois,Chicago,5100 block of W Melrose St,1,0,http://www.gunviolencearchive.org/incident/1871277,https://chicago.suntimes.com/crime/2020/12/6/22157863/roderick-james-jr-found-fatally-shot-cragin-melrose-gun-violence
40011,"December 6, 2020",Delaware,Newark,Church St,0,0,http://www.gunviolencearchive.org/incident/1881982,https://www.shorenewsnetwork.com/2020/12/06/university-of-delaware-police-report-armed-home-invasion-near-willard-hall/
40012,"December 6, 2020",Florida,Palm Beach Gardens (Riviera Beach),2513 Beach Ct,1,0,http://www.gunviolencearchive.org/incident/1871120,https://www.palmbeachpost.com/story/news/crime/2020/12/15/police-teen-arrested-singer-island-fatal-shooting-fired-family-rivals/3903111001/
40013,"December 6, 2020",Florida,Bradenton,1800 block of Martin Luther King Ave E,0,1,http://www.gunviolencearchive.org/incident/1874815,https://www.bradenton.com/news/local/crime/article247775675.html
40014,"December 6, 2020",Illinois,Chicago,1200 block of W Fry St,1,1,http://www.gunviolencearchive.org/incident/1870574,https://chicago.suntimes.com/crime/2020/12/6/22156862/1-killed-1-wounded-in-ukrainian-village-shooting-attempted-robbery-police
40015,"December 6, 2020",District of Columbia,Washington,1800 block of Burke St SE,0,1,http://www.gunviolencearchive.org/incident/1870515,https://www.popville.com/2020/12/saturday-night-crime-dc/
40016,"December 6, 2020",Illinois,Chicago,1900 block of W Grand Ave,1,1,http://www.gunviolencearchive.org/incident/1870636,https://chicago.suntimes.com/crime/2020/12/6/22156832/man-fatally-shot-woman-wounded-in-west-town-police
40017,"December 6, 2020",Florida,Blountstown,Buelah Russ Rd,0,2,http://www.gunviolencearchive.org/incident/1871291,https://www.mypanhandle.com/news/calhoun-county-investigators-release-more-details-on-shooting/
40018,"December 6, 2020",District of Columbia,Washington,3000 block of Park Pl NW,0,0,http://www.gunviolencearchive.org/incident/1870590,https://www.popville.com/2020/12/saturday-night-crime-dc/
40019,"December 6, 2020",Pennsylvania,Philadelphia,700 block of N Dekalb St,0,1,http://www.gunviolencearchive.org/incident/1874859,https://www.opendataphilly.org/dataset/shooting-victims/resource/a6240077-cbc7-46fb-b554-39417be606ee?fbclid=IwAR3qc3Qq58vSGiBnOi2Zcvp_8DtbBnf6gbwCiQ2C4OLoXkCzYf6yjg9VPgk
40020,"December 6, 2020",Connecticut,Stamford,Delaware Ave and W Board St,0,1,http://www.gunviolencearchive.org/incident/1871476,https://www.stamfordadvocate.com/policereports/article/Stamford-police-make-an-arrest-in-recent-West-15791313.php
40021,"December 6, 2020",District of Columbia,Washington,2300 block of Hartford St SE,1,1,http://www.gunviolencearchive.org/incident/1871296,https://mpdc.dc.gov/release/arrest-made-homicide-2300-block-hartford-street-southeast-0
40022,"December 6, 2020",Missouri,Saint Louis,4400 block of Gravois Ave,1,0,http://www.gunviolencearchive.org/incident/1870988,https://www.kmov.com/news/burglary-suspect-wielding-screwdriver-killed-in-south-city-officer-involved-shooting/article_4c8e1150-37c2-11eb-baaf-c7ee21a6fe46.html?block_id=677763
40023,"December 6, 2020",Missouri,Saint Louis,Airport Rd and Whitewater Dr,0,1,http://www.gunviolencearchive.org/incident/1871405,https://fox2now.com/news/person-shot-in-berkeley-neighborhood/
40024,"December 6, 2020",Maryland,Cumberland,Valley Rd,0,0,http://www.gunviolencearchive.org/incident/1871326,https://www.times-news.com/news/cumberland-man-faces-drug-charges-after-deputies-raid-home/article_54689558-3880-11eb-9c61-ab634db77b6d.html
40025,"August 16, 2020",Kentucky,Bowling Green,500 block of W 10th Ave,0,1,http://www.gunviolencearchive.org/incident/1765935,https://www.wnky.com/state-police-investigate-bgpd-police-involved-shooting-incident/
40026,"August 16, 2020",California,Fresno,Belmont Ave and Backer Ave,1,0,http://www.gunviolencearchive.org/incident/1766604,https://abc30.com/police-identify-man-killed-in-east-central-fresno-shooting/6372963/
40027,"August 16, 2020",Virginia,Richmond,2100 block of Newbourne St,0,2,http://www.gunviolencearchive.org/incident/1766303,https://www.wtvr.com/news/local-news/richmond-police-investigating-drive-by-shooting
40028,"August 16, 2020",Minnesota,Minneapolis,900 block of 22nd Ave N,0,1,http://www.gunviolencearchive.org/incident/1765603,https://minnesota.cbslocal.com/2020/08/16/police-5-injured-in-multiple-overnight-shootings-in-minneapolis/
40029,"August 16, 2020",New York,Elmira,300 block of Norton St,0,1,http://www.gunviolencearchive.org/incident/1766185,https://www.stargazette.com/story/news/public-safety/2020/08/18/police-investigate-four-shooting-incidents-24-hours-city-elmira/3389462001/
40030,"August 16, 2020",New York,Elmira,W Henry St,0,0,http://www.gunviolencearchive.org/incident/1768294,https://www.stargazette.com/story/news/public-safety/2020/08/18/police-investigate-four-shooting-incidents-24-hours-city-elmira/3389462001/
