,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
3000,"August 4, 2020",Illinois,Chicago,5900 block of S Campbell Ave,0,1,http://www.gunviolencearchive.org/incident/1756026,https://chicago.suntimes.com/crime/2020/8/5/21355281/chicago-shootings-tuesday-august-4-homicide-crime-gun-violence
3001,"August 4, 2020",Michigan,Saginaw,3000 Birch Park Dr,1,0,http://www.gunviolencearchive.org/incident/1755718,https://www.wxyz.com/news/michigan-boy-5-dies-after-accidentally-shooting-himself
3002,"August 4, 2020",Texas,Alice,100 block of Escobar St,0,0,http://www.gunviolencearchive.org/incident/1762122,https://www.alicetx.com/news/20200811/alice-police-blotter
3003,"August 4, 2020",New York,Oneida,91 Seneca Ave,1,0,http://www.gunviolencearchive.org/incident/1758077,"https://romesentinel.com/stories/pair-accused-in-oneida-castle-homicide-appear-in-court,102713"
3004,"August 4, 2020",Texas,Dallas,1300 Strickland Dr,1,0,http://www.gunviolencearchive.org/incident/1755274,https://dpdbeat.com/2020/08/04/homicide-at-1300-strickland-drive/
3005,"August 4, 2020",Kansas,Kansas City,1404 N 55th Dr,0,3,http://www.gunviolencearchive.org/incident/1755276,https://www.kmbc.com/article/3-wounded-in-shooting-tuesday-near-55th-everett-kck-police-say/33515841
3006,"August 4, 2020",California,Palm Springs,Sunview Ave and Avenida Cerca,0,0,http://www.gunviolencearchive.org/incident/1755286,https://www.desertsun.com/story/news/crime_courts/2020/08/04/non-injury-palm-springs-shooting-reported/3294076001/
3007,"August 4, 2020",Louisiana,Baton Rouge,2100 block of Lobdell Blvd,0,1,http://www.gunviolencearchive.org/incident/1755289,https://www.theadvocate.com/baton_rouge/news/crime_police/article_1988eba0-d696-11ea-9f51-832e1156fb75.html
3008,"August 4, 2020",Michigan,Detroit,,0,1,http://www.gunviolencearchive.org/incident/1755304,https://www.facebook.com/TheDetroitScanner/posts/3557516674272362
3009,"August 4, 2020",Michigan,Detroit,3100 block of Garfield St,0,1,http://www.gunviolencearchive.org/incident/1755306,https://www.facebook.com/TheDetroitScanner/posts/3557396964284333
3010,"August 4, 2020",Michigan,Detroit,Chalmers St and Kercheval Ave,0,1,http://www.gunviolencearchive.org/incident/1755308,https://www.facebook.com/TheDetroitScanner/posts/3557108267646536
3011,"August 4, 2020",West Virginia,Huntington,700 block of 10th St W,0,1,http://www.gunviolencearchive.org/incident/1755311,https://www.wowktv.com/news/man-injured-in-huntington-shooting-2/
3012,"August 4, 2020",California,Turlock,20th Century Blvd,1,0,http://www.gunviolencearchive.org/incident/1755316,https://fox40.com/news/local-news/pregnant-woman-found-shot-in-turlock-both-her-and-unborn-child-die-at-hospital/
3013,"August 4, 2020",Wisconsin,Milwaukee,4800 block of N Sherman Blvd,0,0,http://www.gunviolencearchive.org/incident/1755318,https://twitter.com/MilwaukeePolice/status/1290790973765832709
3014,"August 4, 2020",Wisconsin,Milwaukee,1500 block of S 3rd St,0,1,http://www.gunviolencearchive.org/incident/1755320,https://twitter.com/MilwaukeePolice/status/1290762382424387585
3015,"August 4, 2020",Minnesota,Minneapolis,19th St E and Elliot Ave,1,0,http://www.gunviolencearchive.org/incident/1755325,https://minnesota.cbslocal.com/2020/08/04/police-investigating-fatal-shooting-in-south-minneapolis/?fbclid=IwAR21H2mmuprscJK2jfehx4Cvpy5OsOBqf3yFtsTCB8hu_X_xadIKey4m0MA
3016,"August 4, 2020",Tennessee,Mount Juliet,457 N Mt Juliet Rd,0,0,http://www.gunviolencearchive.org/incident/1756987,https://www.wkrn.com/news/crime-tracker/police-mt-juliet-woman-mad-about-car-wash-vacuum-waves-gun-at-juvenile-employee/
3017,"August 4, 2020",Michigan,Kalamazoo,3000 block of S Burdick St,0,0,http://www.gunviolencearchive.org/incident/1758884,https://www.mlive.com/news/kalamazoo/2020/08/officers-find-tenant-hiding-in-kalamazoo-apartment-after-shots-fired-into-multiple-units.html
3018,"August 4, 2020",Texas,Nacogdoches,200 block of Nottingham Dr,0,0,http://www.gunviolencearchive.org/incident/1755368,https://www.easttexasmatters.com/news/top-stories/nacogdoches-man-juvenile-arrested-for-burglary-robbery-after-allegedly-shooting-at-victim/
3019,"August 4, 2020",New York,New York (Manhattan),W 125th St and Hancock Pl,0,0,http://www.gunviolencearchive.org/incident/1755347,https://twitter.com/NYC_Alerts911/status/1290854493316362243
3020,"August 4, 2020",Georgia,Savannah,Daveitta Dr,0,1,http://www.gunviolencearchive.org/incident/1757020,https://www.wtoc.com/2020/08/05/police-investigating-tuesday-night-shooting-daveitta-drive/
3021,"August 4, 2020",New York,Brooklyn,10612 Farragut Rd,0,0,http://www.gunviolencearchive.org/incident/1755350,https://twitter.com/NYC_Alerts911/status/1290847833315323905
