,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
55500,"July 12, 2017",New Mexico,Albuquerque,3900 Block of General Bradley St,0,1,http://www.gunviolencearchive.org/incident/889726,https://www.cabq.gov/police/news/domestic-violence-call-ends-with-officer-shot-and-suspect-in-custody
55501,"November 17, 2017",Colorado,Aurora,14293 E 6th Ave,0,1,http://www.gunviolencearchive.org/incident/993578,http://www.9news.com/news/crime/aurora-pd-search-for-suspects-after-man-shot-outside-liquor-store/494020599
55502,"November 17, 2017",Oregon,Roseburg,300 block of Temple Brown Rd,1,0,http://www.gunviolencearchive.org/incident/990793,https://www.nrtoday.com/news/court/roseburg-man-sentenced-in-livestream-shooting-death/article_d158c96f-41f3-5eb2-912f-3ed104e9ffbb.html
55503,"November 17, 2017",Illinois,East Moline,200 19th St,1,0,http://www.gunviolencearchive.org/incident/990905,http://www.kwqc.com/content/news/One-man-in-custody-after-deadly-shooting-in-East-Moline-458487853.html
55504,"November 17, 2017",California,San Diego,Arnott St and Field St,0,0,http://www.gunviolencearchive.org/incident/990266,https://www.nbcsandiego.com/news/local/Officer-Involved-Shooting-Reported-San-Diego-Mission-Bay-458253023.html
55505,"November 17, 2017",Oklahoma,Tulsa,3390 S 137th E Ave,1,0,http://www.gunviolencearchive.org/incident/990468,http://www.kjrh.com/news/local-news/tpd-shooting-in-east-tulsa-being-investigated-homicide-called-to-scene
55506,"November 17, 2017",Louisiana,Church Point,100 Block of Gayle Dr,0,0,http://www.gunviolencearchive.org/incident/990915,https://kadn.com/armed-robber-stopped-by-victim-friday-morning-in-church-point/
55507,"November 17, 2017",Louisiana,Monroe,401 Thomas Rd,1,0,http://www.gunviolencearchive.org/incident/990375,http://www.thenewsstar.com/story/news/crime/2017/11/18/breaking-suspect-officer-involved-shooting-idd/877709001/
55508,"November 17, 2017",Indiana,Indianapolis,Guilford Ave and Broad Ripple Ave,0,1,http://www.gunviolencearchive.org/incident/989969,https://twitter.com/MikeThePhotog/status/931432739131351040
55509,"November 17, 2017",North Carolina,Carthage,400 Block of Needhams Rd,0,0,http://www.gunviolencearchive.org/incident/992895,http://www.fayobserver.com/news/20171121/34-firearms-found-in-moore-county-home-of-felon
55510,"November 17, 2017",North Carolina,Goldsboro,200 Block of Day Cir,0,0,http://www.gunviolencearchive.org/incident/992906,http://www.newsargus.com/news/archives/2017/11/20/weekend_marred_by_several_shootings_two_deaths/
55511,"November 17, 2017",Louisiana,New Orleans,First St and S Prieur St,0,1,http://www.gunviolencearchive.org/incident/990933,http://www.nola.com/crime/index.ssf/2017/11/hoffman_triangle_shooting.html#incart_river_index
55512,"November 17, 2017",Kentucky,La Grange,,0,0,http://www.gunviolencearchive.org/incident/993589,http://www.wave3.com/story/36910641/police-find-guns-drugs-stolen-lmpd-uniform-in-suspects-home
55513,"November 17, 2017",Arkansas,Little Rock,700 S Bowman Road,0,0,http://www.gunviolencearchive.org/incident/990962,http://www.fox16.com/news/local-news/kidnapped-at-gunpoint-in-lr-woman-forced-to-drive-to-atm/859311912
55514,"November 17, 2017",Louisiana,New Iberia,900 Block of Mississippi St,0,4,http://www.gunviolencearchive.org/incident/990974,http://www.katc.com/story/36875244/multiple-injured-in-shooting-on-mississippi-street-in-new-iberia
55515,"November 17, 2017",California,San Diego,Cowley Way,0,0,http://www.gunviolencearchive.org/incident/991619,https://www.nbcsandiego.com/news/local/Bay-Park-Home-Invasion-Cowley-Way-San-Diego-458488583.html
