,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
12000,"July 20, 2017",Pennsylvania,Philadelphia,3300 block of N Gratz St,1,1,http://www.gunviolencearchive.org/incident/895810,http://www.philly.com/philly/news/crime/man-wheelchair-killed-tioga-home-invasion-20170721.html
12001,"July 20, 2017",Tennessee,Chattanooga,1200 block of Cypress St Ct,1,0,http://www.gunviolencearchive.org/incident/894810,http://newschannel9.com/news/local/police-are-investigating-overnight-shooting-one-person-taken-to-hospital
12002,"July 20, 2017",Illinois,Chicago,2300 block of W Warren,0,2,http://www.gunviolencearchive.org/incident/895329,http://chicago.suntimes.com/news/2-men-wounded-1-critically-in-near-west-side-shooting/
12003,"July 20, 2017",California,La Mesa,7938 El Cajon Blvd,1,0,http://www.gunviolencearchive.org/incident/895424,http://www.nbcsandiego.com/news/local/Third-Suspect-in-La-Mesa-Burlington-Coat-Factory-Shooting-Pleads-Not-Guilty-437756803.html
12004,"July 20, 2017",Illinois,Oak Lawn,9856 S Cicero Ave,0,1,http://www.gunviolencearchive.org/incident/895375,http://chicago.suntimes.com/news/man-charged-with-shooting-at-oak-lawn-gas-station/
12005,"July 20, 2017",Missouri,Saint Louis,6100 block of Laura Ave,1,0,http://www.gunviolencearchive.org/incident/895134,http://fox2now.com/2017/07/20/officer-involved-shooting-in-north-city-suspect-wounded/
12006,"July 20, 2017",Arizona,Phoenix,7th and Thunderbird,0,0,http://www.gunviolencearchive.org/incident/895005,http://www.azfamily.com/story/35931328/phoenix-police-catch-suspect-in-officer-involved-shooting-in-moon-valley-area?autostart=true
12007,"July 20, 2017",Maryland,Princess Anne,Pine Knoll Dr,0,0,http://www.gunviolencearchive.org/incident/898805,http://www.wboc.com/story/35975335/police-looking-for-suspect-in-princess-anne
12008,"July 20, 2017",Tennessee,Knoxville,Linden Ave and Hembree St,0,1,http://www.gunviolencearchive.org/incident/895470,http://www.knoxnews.com/story/news/crime/2017/07/20/kpd-teen-found-shot-car-fort-sanders-area/497591001/
12009,"July 20, 2017",Oklahoma,Tulsa,71st and Memorial,0,0,http://www.gunviolencearchive.org/incident/896031,http://www.newson6.com/story/35942199/tulsa-police-arrest-three-after-finding-guns-drugs-in-apartment
12010,"July 20, 2017",Michigan,Kalamazoo,1901 Tray Ln,2,0,http://www.gunviolencearchive.org/incident/895709,http://woodtv.com/2017/07/24/double-homicide-suspect-charged-in-st-joseph-co/
12011,"July 20, 2017",Tennessee,Rogersville,US 11W,0,0,http://www.gunviolencearchive.org/incident/898723,http://www.therogersvillereview.com/rogersville/article_f905237f-56da-5a69-9021-a427ec1ce285.html
12012,"July 20, 2017",Alabama,Montgomery,3700 block of Woodley Road,0,0,http://www.gunviolencearchive.org/incident/895402,http://www.wsfa.com/story/35935794/victim-no-longer-cooperating-in-investigation-of-armed-robbery-at-montgomery-home
12013,"July 20, 2017",Missouri,Saint Louis,6200 block of Derby Ave,1,0,http://www.gunviolencearchive.org/incident/895204,http://www.kmov.com/story/35930232/man-found-shot-to-death-inside-vehicle-in-wellston
12014,"July 20, 2017",Michigan,Flint,G-3219 Miller Rd,0,1,http://www.gunviolencearchive.org/incident/894530,http://nbc25news.com/news/local/police-man-shot-in-face-at-red-roof-inn-expected-to-recover
12015,"July 20, 2017",Alabama,Birmingham,4100 block of Fifth Court North,0,1,http://www.gunviolencearchive.org/incident/895412,http://www.al.com/news/birmingham/index.ssf/2017/07/man_injured_during_tom_brown_v.html#incart_river_home
12016,"July 20, 2017",South Carolina,Galivants Ferry,Grainloyd Road,1,0,http://www.gunviolencearchive.org/incident/898844,http://www.wmbfnews.com/story/35965626/update-wound-analysis-shows-murder-victim-was-shot
12017,"July 20, 2017",Georgia,Macon,Presidential Parkway,0,1,http://www.gunviolencearchive.org/incident/895420,http://www.13wmaz.com/news/local/man-struck-by-bullet-on-presidential-parkway-in-macon/458439873
12018,"November 27, 2017",Indiana,Richmond,419 Commerce Rd,0,0,http://www.gunviolencearchive.org/incident/1000766,http://www.pal-item.com/story/news/crime/2017/11/28/drug-task-force-raid-econo-lodge-results-6-arrests/901387001/
12019,"November 27, 2017",Illinois,Chicago,1100 E 73rd St,1,0,http://www.gunviolencearchive.org/incident/996838,https://chicago.suntimes.com/news/police-man-29-shot-to-death-during-argument-in-grand-crossing/
12020,"November 27, 2017",Illinois,Chicago,5300 W Madison St,0,1,http://www.gunviolencearchive.org/incident/996843,https://chicago.suntimes.com/news/17-year-old-boy-shot-in-austin-11/
12021,"November 27, 2017",Illinois,Chicago,5200 N Lincoln Ave,0,1,http://www.gunviolencearchive.org/incident/996846,https://chicago.suntimes.com/news/person-shot-in-lincoln-square/
12022,"November 27, 2017",Illinois,Rockford,1700 10th St,0,1,http://www.gunviolencearchive.org/incident/997610,http://www.rrstar.com/news/20171128/man-shot-on-10th-street-in-rockford
12023,"November 27, 2017",Illinois,Chicago,1900 W Erie St,0,1,http://www.gunviolencearchive.org/incident/996848,https://chicago.suntimes.com/news/69-year-old-woman-shot-during-west-town-robbery/
12024,"November 27, 2017",South Carolina,Georgetown,1800 block of Prince St,0,1,http://www.gunviolencearchive.org/incident/996681,http://abcnews4.com/news/crime-news/georgetown-shooting-monday-on-prince-street-under-investigation-one-injured
12025,"November 27, 2017",Maryland,Parkville,Miceli Ct,0,0,http://www.gunviolencearchive.org/incident/1001111,http://foxbaltimore.com/news/local/4-arrested-after-violent-spree-targeting-ne-baltimore-co-business-owners
12026,"November 27, 2017",New Jersey,Burlington (Burlington City),E Union St,0,1,http://www.gunviolencearchive.org/incident/997284,http://www.burlingtoncountytimes.com/news/20171130/two-pemberton-township-men-charged-following-burlington-city-shooting
