Unnamed: 0,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
23091,"January 8, 2019",Wisconsin,Milwaukee,N 37th St and W Park Hill Ave,0,1,http://www.gunviolencearchive.org/incident/1297169,https://fox6now.com/2019/01/09/police-36-old-man-shot-wounded-near-37th-and-park-hill-in-milwaukee/
23092,"January 8, 2019",Missouri,Saint Louis,1215 North Kingshighway Blvd,0,2,http://www.gunviolencearchive.org/incident/1297039,https://www.stltoday.com/news/local/crime-and-courts/two-wounded-pedestrian-s-foot-run-over-as-bullets-fly/article_ee5a67d3-867b-5edd-80ad-22a7e107c6d3.html
23093,"January 8, 2019",Missouri,Saint Louis,10th St and Bond Ave,0,1,http://www.gunviolencearchive.org/incident/1297052,https://www.stltoday.com/news/local/crime-and-courts/baby-girl-hit-in-arm-by-gunshot-fired-from-car/article_bb387f87-34e7-52c7-a39a-eec8f195b189.html
23094,"January 8, 2019",Connecticut,Groton,8 Orion Ave,1,0,http://www.gunviolencearchive.org/incident/1296017,https://www.theday.com/policefirecourts/20190110/police-release-name-of-man-involved-in-groton-standoff
23095,"March 26, 2019",Pennsylvania,Lawrenceville,700 block of Kendall St,0,0,http://www.gunviolencearchive.org/incident/1355622,https://www.wpxi.com/news/top-stories/multiple-gunshots-fired-into-lawrenceville-home/934173442
23096,"March 26, 2019",Virginia,Richmond,400 block of W Baker St,0,0,http://www.gunviolencearchive.org/incident/1362958,http://www.nbc12.com/2019/04/04/henrico-woman-charged-with-attempted-murder-another-woman/
23097,"March 26, 2019",California,Oakland,1800 block of Church St,1,0,http://www.gunviolencearchive.org/incident/1356634,https://www.nbcbayarea.com/news/local/18-Year-Old-Antioch-Woman-Charged-With-Murdering-Her-Boyfriend-508040571.html
23098,"March 26, 2019",Colorado,Denver,E 4th Ave and Josephine St,0,0,http://www.gunviolencearchive.org/incident/1355696,https://www.thedenverchannel.com/news/local-news/three-people-in-custody-after-pursuit-from-adams-county-into-denver
23099,"March 26, 2019",Pennsylvania,Pittsburgh,Burton St and Collingwood Ave,0,1,http://www.gunviolencearchive.org/incident/1356393,https://pittsburgh.cbslocal.com/2019/03/26/swissvale-burton-street-shooting/
23100,"March 26, 2019",Florida,Pensacola,,0,0,http://www.gunviolencearchive.org/incident/1356541,https://www.pnj.com/story/news/crime/2019/03/27/taxi-driver-arrested-threatening-kill-his-ex-girlfriend-adoption-5-month-old-child/3288556002/
23101,"March 26, 2019",Kansas,Topeka,1800 block of SW Fairlawn Rd,0,0,http://www.gunviolencearchive.org/incident/1357452,https://www.ksnt.com/news/local-news/over-30-firearms-stolen-in-topeka-house-burglary/1883021144
23102,"March 26, 2019",Texas,Houston,1303 Greens Pkwy,1,0,http://www.gunviolencearchive.org/incident/1359875,
23103,"March 26, 2019",Indiana,Schererville,7800 block of US-41,0,0,http://www.gunviolencearchive.org/incident/1362175,https://www.nwitimes.com/news/local/crime-and-courts/man-pointed-gun-at-semi-driver-in-fit-of-road/article_991f5ea8-55d7-5574-a258-17ed11d23533.html#1
23104,"March 26, 2019",Georgia,Atlanta,20 Vanira Ave SE,1,0,http://www.gunviolencearchive.org/incident/1903495,https://www.ajc.com/news/man-already-in-jail-charged-with-murder-in-2019-se-atlanta-shooting/AAAL62BK65EONL6W5BPCQ3VDCE/
23105,"March 26, 2019",Tennessee,Memphis,3960 New Covington Pike,1,0,http://www.gunviolencearchive.org/incident/1374102,http://www.wmcactionnews5.com/2019/04/16/questions-remain-after-man-uses-gun-inside-memphis-hospital-shoot-kill-himself/
23106,"March 26, 2019",Indiana,Fort Wayne,4400 block of Smith St,1,0,http://www.gunviolencearchive.org/incident/1356546,http://journalgazette.net/article/20190327/WEB/190329812
23107,"March 26, 2019",Nevada,Las Vegas,5020 S Maryland Pkwy,0,1,http://www.gunviolencearchive.org/incident/1355734,https://www.reviewjournal.com/crime/shootings/1-person-injured-in-central-las-vegas-shooting-1626529/
23108,"March 26, 2019",Ohio,Cincinnati,Vine St and E McMicken Ave,0,1,http://www.gunviolencearchive.org/incident/1355310,http://www.fox19.com/2019/03/26/shooting-victim-turns-up-christ-hospital/
23109,"March 26, 2019",Texas,Abilene,2400 block of Woodard St,0,0,http://www.gunviolencearchive.org/incident/1355752,https://www.reporternews.com/story/news/crime/2019/03/26/abilene-police-investigate-overnight-shooting-south-side-vehicle/3279437002/
23110,"March 26, 2019",Florida,Jacksonville,3600 block of Clyde Dr,1,0,http://www.gunviolencearchive.org/incident/1355393,https://www.news4jax.com/news/local/jacksonville/man-charged-with-murder-in-deadly-harborview-shooting
23111,"March 26, 2019",Florida,Tampa,1250 Skipper Rd,0,1,http://www.gunviolencearchive.org/incident/1356617,http://www.tampabay.com/news/publicsafety/no-weapon-found-but-hillsborough-deputy-said-drop-the-gun-before-shooting-teen-20190327/
23112,"March 26, 2019",Tennessee,Jackson,24 College Park Cove,0,1,http://www.gunviolencearchive.org/incident/1356587,https://www.wbbjtv.com/2019/03/29/suspect-charged-with-attempted-murder-in-jackson-factory-shooting/
23113,"March 26, 2019",New Mexico,Las Cruces,3875 Foothills Dr,0,0,http://www.gunviolencearchive.org/incident/1357927,https://www.krqe.com/news/crime/police-video-shows-officer-disarm-man-with-gun-at-medical-clinic/
23114,"March 26, 2019",Florida,Ocala,NW 12th St and 12th Ave,0,1,http://www.gunviolencearchive.org/incident/1356544,https://www.ocala.com/news/20190327/citra-man-shot-tuesday-in-nw-ocala-remains-hospitalized
23115,"March 26, 2019",Tennessee,Nashville,5119 Amalie Dr,0,0,http://www.gunviolencearchive.org/incident/1355790,https://www.wsmv.com/news/police-searching-for-suspects-after-south-nashville-home-invasion/article_afce4b78-4fd3-11e9-9148-03957b513d7d.html
23116,"March 26, 2019",Nebraska,Omaha,1606 S 72nd St,0,0,http://www.gunviolencearchive.org/incident/1355794,https://www.ketv.com/article/culprit-shows-gun-steals-car-in-walmart-parking-lot/26942289
23117,"March 26, 2019",Ohio,Cleveland,Lake Ave and W 83rd St,1,0,http://www.gunviolencearchive.org/incident/1356471,https://www.cleveland.com/crime/2019/04/cleveland-woman-dies-of-injuries-from-shooting-at-west-side-apartment-building.html
23118,"March 26, 2019",South Carolina,Spartanburg,1000 Pinegate Dr,1,0,http://www.gunviolencearchive.org/incident/1356792,https://abcnews4.com/news/local/deputies-five-charged-in-shooting-death-of-columbia-native-usc-upstate-student
23119,"March 26, 2019",North Carolina,Lexington,337 Old Mill Farm Rd,0,1,http://www.gunviolencearchive.org/incident/1355802,https://myfox8.com/2019/03/26/one-person-taken-to-hospital-after-shooting-in-davidson-county/
23120,"December 15, 2019",South Carolina,Ridgeville,Carter Rd,0,1,http://www.gunviolencearchive.org/incident/1572825,https://abcnews4.com/news/local/police-on-scene-of-shooting-in-ridgeville
23121,"December 15, 2019",Alabama,Robertsdale,US-90 and G W Lewis Ln,1,0,http://www.gunviolencearchive.org/incident/1572266,https://www.fox10tv.com/news/baldwin_county/shooting-at-party-leaves-one-dead-in-robertsdale/article_dab54962-1f4f-11ea-a9d5-c3b075d17a91.html
23122,"December 15, 2019",Georgia,Columbus,600 block of 32nd St,1,4,http://www.gunviolencearchive.org/incident/1572275,https://www.wtvm.com/2019/12/15/quadruple-shooting-nd-st-columbus-leaves-one-man-dead/
23123,"December 15, 2019",South Carolina,Columbia,1100 block of Hallbrook Dr,1,0,http://www.gunviolencearchive.org/incident/1572840,https://www.wltx.com/article/news/crime/man-found-dead-with-gunshot-wounds/101-9ab0ab18-3cff-48a3-93e7-ace495bfda70
23124,"December 15, 2019",Wisconsin,Milwaukee,N 51st St and W Center St,0,2,http://www.gunviolencearchive.org/incident/1572851,https://twitter.com/MilwaukeePolice/status/1206585263113330690
23125,"December 15, 2019",South Carolina,Johns Island,4100 block of Chisolm Rd,0,0,http://www.gunviolencearchive.org/incident/1572855,https://www.live5news.com/2019/12/16/deputies-man-fired-shots-johns-island-driver-fit-road-rage/
23126,"December 15, 2019",Georgia,Warner Robins,700 Russell Pkwy,1,0,http://www.gunviolencearchive.org/incident/1572768,https://www.macon.com/news/local/crime/article238596493.html
23127,"December 15, 2019",Wisconsin,Milwaukee,2200 block of W Nash St,0,1,http://www.gunviolencearchive.org/incident/1572868,https://twitter.com/MilwaukeePolice/status/1206585264589754373
23128,"December 15, 2019",Kentucky,Central City,500 block of Everly Brothers Blvd,0,0,http://www.gunviolencearchive.org/incident/1575550,https://www.14news.com/2019/12/19/pair-accused-kidnapping-stripping-man-then-leaving-him-woods/
23129,"December 15, 2019",North Carolina,Charlotte,3200 block of Beatties Ford Rd,0,1,http://www.gunviolencearchive.org/incident/1572306,https://www.wbtv.com/2019/12/15/police-investigating-north-charlotte-shooting/
23130,"December 15, 2019",North Carolina,Charlotte,6700 block of N Tryon St,0,1,http://www.gunviolencearchive.org/incident/1572906,https://www.wbtv.com/2019/12/16/man-shot-near-north-charlotte-store/
23131,"December 15, 2019",Alabama,Fairfield,4510 Gary Ave,0,1,http://www.gunviolencearchive.org/incident/1572300,https://www.wvtm13.com/article/sheriffs-office-investigating-shooting-at-a-fairfield-nightclub/30233598
23132,"December 15, 2019",Pennsylvania,Pittsburgh (Bloomfield),44th St and Garden Way,0,1,http://www.gunviolencearchive.org/incident/1572288,https://www.post-gazette.com/news/crime-courts/2019/12/15/Person-injured-shot-leg-calf-Bloomfield-Pittsburgh-police/stories/201912150190
23133,"December 15, 2019",Georgia,Columbus,900 block of 23rd St,1,0,http://www.gunviolencearchive.org/incident/1578345,https://www.wtvm.com/2019/12/23/man-dies-more-than-week-after-shooting-rd-st-columbus/
23134,"December 15, 2019",North Carolina,Durham,S Roxboro St and E Enterprise St,0,1,http://www.gunviolencearchive.org/incident/1572912,https://www.cbs17.com/news/local-news/durham-county-news/man-found-with-multiple-gunshot-wounds-in-durham-police-say/
23135,"December 15, 2019",South Carolina,Fort Mill,377 Rubin Center Dr,0,2,http://www.gunviolencearchive.org/incident/1573846,https://www.heraldonline.com/news/local/crime/article238421233.html
23136,"December 15, 2019",Oklahoma,Lawton,1401 SW B Ave,0,1,http://www.gunviolencearchive.org/incident/1572507,https://www.kswo.com/2019/12/17/lpd-asking-shooting-witnesses-come-forward/
23137,"December 15, 2019",Arkansas,Jonesboro,1800 block of Cedar Heights St,0,1,http://www.gunviolencearchive.org/incident/1572328,https://www.arkansasonline.com/news/2019/dec/15/man-29-injured-northeast-arkansas-shooting-police-/?news-arkansas
23138,"December 15, 2019",Michigan,Detroit,3803 E McNichols Rd,0,2,http://www.gunviolencearchive.org/incident/1572330,https://www.detroitnews.com/story/news/local/detroit-city/2019/12/15/police-2-shot-project-green-light-liquor-store-east-side/2657478001/
23139,"December 15, 2019",New Mexico,Portales,,0,0,http://www.gunviolencearchive.org/incident/1572931,https://www.easternnewmexiconews.com/story/2019/12/15/news/woman-found-guilty-of-kidnapping/164027.html
23140,"December 15, 2019",Maryland,Baltimore,400 block of N Rose St,0,1,http://www.gunviolencearchive.org/incident/1572684,https://baltimore.cbslocal.com/2019/12/16/shootings-baltimore-homicide-county-december-16-latest/
23141,"December 15, 2019",South Carolina,Florence,551 Pamplico Hwy,0,0,http://www.gunviolencearchive.org/incident/1574798,https://www.wmbfnews.com/2019/12/18/man-allegedly-points-gun-several-people-outside-florence-waffle-house/
23142,"December 15, 2019",Illinois,Chicago,1600 block of S Ridgeway Ave,0,0,http://www.gunviolencearchive.org/incident/1577750,https://chicago.suntimes.com/crime/2019/12/22/21034112/carjackings-reported-lawndale-police-ridgeway-19th
23143,"December 15, 2019",California,Turlock,400 block of E Main St,0,1,http://www.gunviolencearchive.org/incident/1574333,https://www.modbee.com/news/local/turlock/article238432213.html
23144,"December 15, 2019",Texas,Round Rock,1300 block of AW Grimes Blvd,0,1,http://www.gunviolencearchive.org/incident/1575767,https://www.statesman.com/news/20191223/round-rock-police-man-who-shot-driver-had-false-kidnapping-story?rssfeed=true
23145,"December 16, 2019",Alabama,Daphne,29100 N Main St,0,0,http://www.gunviolencearchive.org/incident/1576003,https://www.fox10tv.com/news/baldwin_county/daphne-police-report-multiple-car-break-ins---gun/article_d136e928-21e2-11ea-88d9-5b5f66009542.html
23146,"December 16, 2019",Texas,Edinburg,Ware Rd and W Monte Cristo Rd,0,1,http://www.gunviolencearchive.org/incident/1575204,https://www.themonitor.com/2019/12/20/docs-rural-edinburg-eight-liner-robbery-resulting-shooting-inside-job/
23147,"December 16, 2019",Oklahoma,Oklahoma City,701 E Wilshire Blvd,0,0,http://www.gunviolencearchive.org/incident/1573536,https://www.news9.com/story/41455777/police-responding-to-reported-shooting-at-ne-okc-apartment-complex
23148,"December 16, 2019",Texas,San Antonio,400 block of Warren St,0,1,http://www.gunviolencearchive.org/incident/1572794,https://www.ksat.com/news/local/2019/12/16/police-not-closing-the-case-yet-on-homeowner-who-fired-warning-shots-wounding-man/
23149,"December 16, 2019",Pennsylvania,Bloomsburg,Franklin St,0,0,http://www.gunviolencearchive.org/incident/1574527,https://wnep.com/2019/12/17/man-wanted-for-firing-shots-into-bloomsburg-home/
23150,"December 16, 2019",Alabama,Selma,100 block of Dallas County Rd 465,0,1,http://www.gunviolencearchive.org/incident/1576892,https://www.wsfa.com/2019/12/21/information-sought-after-year-old-injured-drive-by-shooting/
23151,"December 16, 2019",Arkansas,Rogers,N 13th St and W Sunset Dr,0,0,http://www.gunviolencearchive.org/incident/1573547,https://www.4029tv.com/article/rogers-pd-catch-suspect-after-shooting/30243806
23152,"December 16, 2019",Ohio,Cleveland,4300 block of Daisy Ave,1,0,http://www.gunviolencearchive.org/incident/1574548,https://www.news5cleveland.com/news/local-news/cleveland-metro/police-investigating-after-a-24-year-old-man-dies-in-shooting-on-clevelands-west-side
23153,"December 16, 2019",Texas,Tyler,2700 block of N Grand Ave,0,1,http://www.gunviolencearchive.org/incident/1573565,https://tylerpaper.com/news/local/update-male-taken-to-hospital-in-connection-with-tyler-neighborhood/article_a6623658-207a-11ea-9eeb-5b37e725e58e.html
23154,"December 16, 2019",Ohio,Cleveland,E 138th St and Harvard Ave,0,0,http://www.gunviolencearchive.org/incident/1573380,https://www.cleveland.com/crime/2019/12/cleveland-armed-robber-stole-amazon-van-left-it-at-abandoned-home-before-arrest-records-say.html
23155,"December 16, 2019",California,Los Angeles,3600 block of 4th St,1,0,http://www.gunviolencearchive.org/incident/1573576,https://abc7.com/1-dead-in-east-los-angeles-after-deputy-involved-shooting/5761169/
23156,"December 16, 2019",Ohio,Akron (West Akron),600 block of Glendora Ave,0,1,http://www.gunviolencearchive.org/incident/1574556,https://www.beaconjournal.com/news/20191217/man-shot-in-leg-by-intruders-at-west-akron-house
23157,"December 16, 2019",Ohio,Canton,2500 block of Winton St NW,0,1,http://www.gunviolencearchive.org/incident/1573371,https://www.cantonrep.com/news/20191217/three-arrested-in-plain-township-shooting
23158,"December 16, 2019",Iowa,Springville,157 N 5th St,0,0,http://www.gunviolencearchive.org/incident/1573592,https://www.kcrg.com/content/news/Shot-fired-in-Springville-home-law-enforcement-still-seeking-suspect-566257831.html
23159,"December 16, 2019",Florida,Rockledge,375 Richard Rd,0,0,http://www.gunviolencearchive.org/incident/1576118,https://www.clickorlando.com/news/local/2019/12/18/25-guns-stolen-from-rockledge-gun-store-police-say/
23160,"December 16, 2019",Mississippi,Tupelo,4125 Golden Wave Dr,0,0,http://www.gunviolencearchive.org/incident/1573595,https://www.wcbi.com/weapon-found-in-parking-lot-of-tupelo-high-school/
23161,"December 16, 2019",Louisiana,Denham Springs,39125 LA-16,1,1,http://www.gunviolencearchive.org/incident/1572991,https://actionnews17.com/crime/da-wont-charge-deputy-who-shot-intruder
23162,"December 16, 2019",Alabama,Mobile,Marcus Dr,1,0,http://www.gunviolencearchive.org/incident/1577432,https://www.al.com/news/mobile/2019/12/2-murder-suspects-extradited-back-to-mobile.html
23163,"December 16, 2019",Alabama,Selma,100 block of Co Rd 465,0,1,http://www.gunviolencearchive.org/incident/1577458,https://www.wsfa.com/2019/12/21/information-sought-after-year-old-injured-drive-by-shooting/
23164,"December 16, 2019",Alabama,Opelika,AL-15,0,0,http://www.gunviolencearchive.org/incident/1574600,https://www.wsfa.com/2019/12/16/opelika-man-juveniles-arrested-after-guns-marijuana-seized-during-traffic-stop/
23165,"December 16, 2019",Hawaii,Kihei,S Kihei Rd,1,0,http://www.gunviolencearchive.org/incident/1574616,https://www.mauinews.com/news/local-news/2019/12/man-shoots-self-at-kam-ii-beach/
23166,"December 16, 2019",Alaska,Anchorage,4627 Mountain View Dr,1,0,http://www.gunviolencearchive.org/incident/1573540,https://www.ktva.com/story/41580756/anchorage-police-arrest-man-wanted-for-mountain-view-holiday-gas-station-murder
23167,"December 16, 2019",New York,Troy,715 5th Ave,1,1,http://www.gunviolencearchive.org/incident/1573346,https://www.timesunion.com/news/article/Troy-man-charged-in-wife-s-homicide-14939686.php
23168,"December 16, 2019",New York,Staten Island,Castleton Ave,1,0,http://www.gunviolencearchive.org/incident/1573395,https://www.silive.com/news/2020/02/man-23-arraigned-on-murder-charge-in-fatal-shooting-of-boy-16.html
23169,"December 16, 2019",District of Columbia,Washington,50 block of M St NW,0,0,http://www.gunviolencearchive.org/incident/1573628,https://mpdc.dc.gov/release/arrest-made-assault-dangerous-weapon-gun-offense-unit-block-m-street-northwest
23170,"August 1, 2019",South Carolina,Charleston,Huger St and King St,0,0,http://www.gunviolencearchive.org/incident/1465563,https://www.live5news.com/2019/08/02/charleston-police-investigating-after-vehicle-wrecks-connection-shots-fired-call/
23171,"August 1, 2019",New Hampshire,Weare,236 Buckley Rd,1,1,http://www.gunviolencearchive.org/incident/1464777,https://whdh.com/news/nh-ag-identifies-officers-involved-in-exchange-of-gunfire-with-barricaded-man-in-nh/
23172,"August 1, 2019",Montana,Toston,Crow Creek Rd,1,0,http://www.gunviolencearchive.org/incident/1465536,https://mtstandard.com/news/state-and-regional/crime-and-courts/father-charged-in--year-old-son-s-shooting-death/article_b1f1f8ef-96af-5200-920f-886b870a6c27.html
23173,"August 1, 2019",South Carolina,Lamar,Oates Hwy and E Seven Pines St,0,0,http://www.gunviolencearchive.org/incident/1465586,https://www.wmbfnews.com/2019/08/01/violent-felon-found-with-guns-drugs-inside-his-home-sheriff-says/
23174,"August 1, 2019",South Carolina,Rock Hill,1200 block of E Main St,0,1,http://www.gunviolencearchive.org/incident/1465594,https://www.heraldonline.com/news/local/article233383042.html
23175,"August 1, 2019",Washington,Olympia,4100 block of 20th Lane NW,0,1,http://www.gunviolencearchive.org/incident/1465603,https://q13fox.com/2019/08/01/man-shot-in-head-after-argument-over-rv-dumping-in-thurston-county/
23176,"August 1, 2019",Oregon,Portland,SE 92nd Ave and Powell Blvd,0,1,http://www.gunviolencearchive.org/incident/1465614,https://katu.com/news/local/police-investigating-shooting-in-southeast-portland-08-02-2019
23177,"August 1, 2019",Ohio,Columbus,1300 block of Republic Ave,1,1,http://www.gunviolencearchive.org/incident/1464527,https://myfox28columbus.com/news/local/woman-dies-after-early-morning-shooting-in-northeast-columbus-neighborhood
23178,"August 1, 2019",Ohio,Cleveland,Gilbert Ct and W 61st St,0,0,http://www.gunviolencearchive.org/incident/1465626,https://www.cleveland.com/metro/2019/08/man-who-fired-gun-at-random-threatened-cleveland-police-arrested-after-swat-standoff.html
23179,"August 1, 2019",Pennsylvania,Philadelphia,4300 block of Marshall St,0,0,http://www.gunviolencearchive.org/incident/1464512,https://philadelphia.cbslocal.com/2019/08/01/police-searching-for-2-suspects-in-armed-home-invasion-robbery-in-hunting-park/
23180,"August 1, 2019",Ohio,Cincinnati,2500 block of Westwood Northern Blvd,1,0,http://www.gunviolencearchive.org/incident/1465624,https://www.fox19.com/2019/08/23/cincinnati-murder-suspect-arrested-los-angeles/
23181,"August 1, 2019",Pennsylvania,Allentown,N 5th St and Tilghman St,1,1,http://www.gunviolencearchive.org/incident/1464558,https://www.lehighvalleylive.com/allentown/2019/08/man-killed-by-multiple-gunshots-in-allentown-police-shooting-coroner-says.html
23182,"August 1, 2019",New York,Yonkers,151 Ridge Ave,0,1,http://www.gunviolencearchive.org/incident/1464563,https://twitter.com/YonkersVoice/status/1156894914032152576
23183,"August 1, 2019",Ohio,Lorain,Oberlin Ave,0,0,http://www.gunviolencearchive.org/incident/1466341,http://www.chroniclet.com/cops-and-courts/2019/08/02/Detroit-man-arrested-in-Lorain.html
23184,"August 1, 2019",Maryland,Baltimore,5300 block of Fernpark Ave,1,0,http://www.gunviolencearchive.org/incident/1465972,https://www.baltimoresun.com/news/crime/bs-md-ci-cr-foster-nesmith-racketeering-charges-20200220-3gntnc6pvjcw5dulqqxwwyni6y-story.html
23185,"August 1, 2019",California,Compton,1000 block of W Almond St,1,0,http://www.gunviolencearchive.org/incident/1465632,https://ktla.com/2019/08/01/man-shot-to-death-in-compton-2/
23186,"August 1, 2019",Illinois,Chicago,7700 S South Chicago Ave,0,1,http://www.gunviolencearchive.org/incident/1466651,https://heyjackass.com/
23187,"August 1, 2019",Florida,Fernandina Beach,S 9th St and Elm St,1,0,http://www.gunviolencearchive.org/incident/1465668,https://www.news4jax.com/news/florida/nassau-county/man-wounded-after-shots-fired-into-crowd-in-fernandina-beach
23188,"August 1, 2019",Maryland,Dameron,18508 Saint Jeromes Neck Rd,0,0,http://www.gunviolencearchive.org/incident/1474341,https://www.somdnews.com/enterprise/crime_and_courts/st-inigoes-man-accused-of-exposing-himself-to-traffic/article_0816d35e-9efd-5c6e-a75b-efb0127d84e8.html
23189,"August 1, 2019",New York,Rochester,403 Chili Ave,0,1,http://www.gunviolencearchive.org/incident/1465065,https://twitter.com/WillCleveland13/status/1157080316097552384
23190,"August 1, 2019",Illinois,Chicago,5800 block of S Honore St,0,0,http://www.gunviolencearchive.org/incident/1465662,https://chicago.suntimes.com/crime/2019/8/2/20751376/armed-carjackers-crash-stolen-vehicle-englewood-police-honore-street-winchester-avenue
23191,"August 1, 2019",Illinois,Chicago,2500 block of W Jackson Blvd,0,1,http://www.gunviolencearchive.org/incident/1465691,https://chicago.suntimes.com/crime/2019/8/2/20751364/3-wounded-thursday-shootings
23192,"August 1, 2019",Illinois,Chicago,5400 block of W Jackson Blvd,0,1,http://www.gunviolencearchive.org/incident/1465714,https://chicago.suntimes.com/crime/2019/8/2/20751364/3-wounded-thursday-shootings
