Unnamed: 0,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
23068,"December 16, 2019",Massachusetts,Quincy,121 South Walnut Avenue,0,0,http://www.gunviolencearchive.org/incident/1573960,https://www.bostonglobe.com/2019/12/17/metro/quincy-man-24-arrested-alleged-possession-machine-gun/?camp=bg:brief:rss:feedly&rss_id=feedly_rss_brief
23069,"December 16, 2019",Indiana,Gary,4300 block of W 23rd Ave,1,1,http://www.gunviolencearchive.org/incident/1572680,https://chicago.suntimes.com/crime/2019/12/16/21023948/gary-indiana-shooting-boy-killed-woman-wounded-23rd-street
23070,"January 8, 2019",Louisiana,Baton Rouge,1500 block of Snipe St,0,1,http://www.gunviolencearchive.org/incident/1296914,https://www.theadvocate.com/baton_rouge/news/crime_police/article_337f2dc6-1423-11e9-885b-3320335f85d2.html
23071,"January 8, 2019",California,Wildomar,Hidden Springs Rd,0,0,http://www.gunviolencearchive.org/incident/1297778,https://www.nbclosangeles.com/news/local/Road-rage-Man-Points-Gun-at-Car-with-Children-in-Wildomar-504136081.html
23072,"January 8, 2019",California,Long Beach (North Long Beach),5600 block of Lime Ave,0,0,http://www.gunviolencearchive.org/incident/1296007,https://www.presstelegram.com/2019/01/08/long-beach-police-search-for-man-who-dropped-gun-during-foot-pursuit/?fbclid=IwAR06T-nWvsdCZaTiRD6Ssc_uaOXiKNj6KdOtfyHojMj796IH3YB84YCuusE
23073,"January 8, 2019",Texas,San Antonio,10300 block of Moursund Blvd,1,0,http://www.gunviolencearchive.org/incident/1296282,https://www.kens5.com/article/news/crime/convicted-murderer-sentenced-to-23-years-body-found-dumped-on-the-south-side-police-say/273-63381761-52aa-4c00-901a-1192c1a3446a
23074,"January 8, 2019",Tennessee,Memphis,,0,1,http://www.gunviolencearchive.org/incident/1296921,https://wreg.com/2019/01/09/police-investigating-overnight-shooting-in-new-chicago-area/
23075,"January 8, 2019",Louisiana,Cut Off,W 59th St,0,1,http://www.gunviolencearchive.org/incident/1296923,https://www.houmatoday.com/news/20190109/sheriff-man-injured-in-cut-off-shooting
23076,"January 8, 2019",Montana,Billings,1044 Cook Ave,0,0,http://www.gunviolencearchive.org/incident/1296937,https://billingsgazette.com/news/local/third-grader-brought-gun-to-billings-elementary-school-to-show/article_f14faadb-e1d6-5921-a48a-df8c5bb0f48f.html
23077,"January 8, 2019",Alabama,Opelika,N 16th St and 1st Ave,0,1,http://www.gunviolencearchive.org/incident/1297009,https://www.wltz.com/2019/01/09/44-year-old-opelika-man-recovering-after-being-shot-on-16th-st/
23078,"January 8, 2019",Ohio,Dayton,Winding Oak Cir,0,0,http://www.gunviolencearchive.org/incident/1296634,https://abc22now.com/news/local/suspects-caught-on-camera-stealing-firearm-from-vehicle-in-dayton
23079,"January 8, 2019",New York,Brooklyn,Remsen Ave and Ave D,0,0,http://www.gunviolencearchive.org/incident/1326947,https://patch.com/new-york/ditmaspark/8-head-staples-brooklyn-bus-rider-beaten-gun-cops-say
23080,"January 8, 2019",California,Bakersfield,800 block of Martin Luther King Jr Blvd,1,0,http://www.gunviolencearchive.org/incident/1387301,https://www.bakersfield.com/news/bpd-reports-eight-fatal-shootings-this-year-half-in-april/article_e66f1004-6de2-11e9-8f34-d3c35071f60f.html
23081,"January 8, 2019",Illinois,Chicago,400 block of W 103rd St,1,0,http://www.gunviolencearchive.org/incident/1295354,https://abc7chicago.com/man-fatally-shot-by-woman-in-fernwood-previously-accused-of-attacking-cops/5045750/
23082,"January 8, 2019",Alabama,Dothan,300 block of Mona Dr,0,0,http://www.gunviolencearchive.org/incident/1297014,https://www.dothaneagle.com/news/crime_court/florida-man-arrested-in-connection-with-dothan-burglary/article_009ae130-2e17-11e9-9058-1789cf540df1.html
23083,"January 8, 2019",Colorado,Walsenburg,,0,0,http://www.gunviolencearchive.org/incident/1297817,https://koaa.com/news/covering-colorado/2019/01/10/two-walsenburg-schools-cancel-classes-after-threat-and-reports-of-stolen-guns/
23084,"January 8, 2019",California,Fresno,1500 block of E Lester Ave,0,0,http://www.gunviolencearchive.org/incident/1298717,https://www.fresnobee.com/news/local/crime/article224126235.html
23085,"January 8, 2019",California,San Diego,3146 Sports Arena Blvd,0,0,http://www.gunviolencearchive.org/incident/1296123,https://www.nbcsandiego.com/news/local/2-Arrested-Robbery-Shot-Fired-Into-7-Eleven-Flee-in-Taxi-504053001.html
23086,"January 8, 2019",Colorado,Berthoud,4400 block of Wagonwheel Rd,0,0,http://www.gunviolencearchive.org/incident/1297853,http://www.reporterherald.com/news/larimer-county/ci_32376969/berthoud-area-man-who-was-shot-at-then
23087,"January 8, 2019",California,Sacramento,7800 block of Orchard Woods Cir,1,0,http://www.gunviolencearchive.org/incident/1295983,https://sacramento.cbslocal.com/2019/01/09/south-sac-orchard-woods-cir-killing-supsect/
23088,"January 8, 2019",Pennsylvania,Philadelphia,3100 block of N Franklin St,0,3,http://www.gunviolencearchive.org/incident/1296127,https://philadelphia.cbslocal.com/2019/01/08/3-men-hospitalized-following-triple-shooting-in-north-philadelphia/
23089,"January 8, 2019",Oregon,Salem,Polo Ct SE,1,0,http://www.gunviolencearchive.org/incident/1296137,https://www.kgw.com/article/news/crime/woman-faces-murder-charge-after-boyfriend-killed-in-salem-shooting/283-abf549f3-7422-4522-b97a-1f36c331016c
23090,"January 8, 2019",Rhode Island,Providence,Julian St,0,0,http://www.gunviolencearchive.org/incident/1297859,https://www.providencejournal.com/news/20190110/man-tied-up-in-car-robbed-at-gunpoint-in-providence
