,date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
36000,"August 7, 2019",Florida,Lake Worth,1515 Lake Worth Rd,1,0,http://www.gunviolencearchive.org/incident/1473709,https://www.wptv.com/news/region-c-palm-beach-county/lake-worth/pbso-clerk-shot-and-killed-in-lake-worth-beach
36001,"August 7, 2019",Florida,Jacksonville,400 block of W 22nd St,0,2,http://www.gunviolencearchive.org/incident/1473720,https://www.jacksonville.com/news/20190808/1-dead-in-jacksonville-shooting-apparently-between-father-and-son
36002,"August 7, 2019",Kentucky,Hopkinsville,Irish Cir,0,0,http://www.gunviolencearchive.org/incident/1472444,https://whopam.com/2019/08/07/gun-stolen-out-of-unlocked-vehicle/
36003,"August 7, 2019",Florida,Ocala,830 NE 28th St,1,1,http://www.gunviolencearchive.org/incident/1473734,http://www.ocalapost.com/another-shooting-in-ocala-one-dead-one-injured/
36004,"August 7, 2019",South Carolina,North Charleston,Dover St,0,1,http://www.gunviolencearchive.org/incident/1472448,https://abcnews4.com/news/crime-news/1-injured-in-dover-st-shooting-north-charleston-police-investigating
36005,"August 7, 2019",South Carolina,Columbia,2700 block of Putnam St,1,0,http://www.gunviolencearchive.org/incident/1472453,https://www.wltx.com/article/news/crime/person-of-interest-sought-after-77-year-old-man-shot-killed-at-columbia-home/101-d1e4bdb2-7f31-41f5-a94e-3e3d77167e95
36006,"August 7, 2019",Nevada,Las Vegas,3600 block of Paradise Rd,0,1,http://www.gunviolencearchive.org/incident/1473731,https://www.fox5vegas.com/news/local/suspect-in-officer-involved-shooting-had-previous-felony-convictions/article_7cfb7f6e-bb98-11e9-97c6-a711eeb9553a.html
36007,"April 3, 2019",North Carolina,Gastonia,Marcela Dr,0,0,http://www.gunviolencearchive.org/incident/1362927,https://www.gastongazette.com/news/20190404/standoff-suspect-charged
36008,"April 3, 2019",North Carolina,Gaston,Dr Hall Rd,0,2,http://www.gunviolencearchive.org/incident/1362114,https://www.wavy.com/news/north-carolina/man-accused-in-two-northampton-county-shootings-appears-in-federal-court/
36009,"April 3, 2019",Georgia,Warner Robins,500 block of Maplewood Dr,0,0,http://www.gunviolencearchive.org/incident/1363395,https://wgxa.tv/news/local/police-woman-says-warner-robins-shooting-involved-lil-stankman-several-males
36010,"April 3, 2019",South Carolina,Pelion,216 Hilton Younce Rd,1,0,http://www.gunviolencearchive.org/incident/1362066,https://www.abccolumbia.com/2019/04/03/1-dead-in-officer-involved-shooting-on-hilton-yonce-road/
36011,"April 3, 2019",Washington,Bellevue,3200 142nd Pl NE,1,0,http://www.gunviolencearchive.org/incident/1362639,https://www.seattletimes.com/seattle-news/crime/bellevue-police-arrest-4-people-in-april-fatal-shooting-of-18-year-old-found-dead-in-park/
36012,"April 3, 2019",Michigan,Detroit,16000 block of Joy Rd,0,0,http://www.gunviolencearchive.org/incident/1363450,https://fox17online.com/2019/04/04/deputies-looking-for-alleged-shooter-after-tailgating-incident/
